Camname,Camctg,Camlat,Camlon,Camnewadd,Camoldadd,Camtel,Camsite,Campark,Camconv
군위댐야영장,야영장,36.119373,128.788506,경상북도 군위군 고로면 화북3길 38-10,경상북도 군위군 고로면 화북리 204,054-000-0000,4,2,편의점+주차장
솔담길오토캠핑장,자동차야영장,36.062715,128.654645,,경상북도 군위군 부계면 대율리 644-1,054-383-3660,30,40,카라반+주차장+관리실
군위장곡휴양림,야영장,36.131029,128.838704,,경상북도 군위군 고로면 장곡리 48,054-380-6317,30,20,주차장+관리실
동산계곡야영장,야영장,36.046472,128.665661,,경상북도 군위군 부계면 동산리 417,054-000-0000,4,10,주차장
해바라기캠핑장,야영장,36.571179,127.974999,,경상북도 문경시 농암면 내서리 239-1,054-571-3500,33,33,상하수도시설+ 전기시설+ 화장실+ 샤워실
숲이조아캠핑장,야영장,36.565976,127.989841,,경상북도 문경시 농암면 율수리 318-4,000-000-0000,73,50,상하수도시설+ 전기시설+ 화장실+ 샤워실
잉카마야박물관캠핑장,야영장,36.611877,128.025307,,경상북도 문경시 가은읍 전곡리 288-2,054-572-3170,15,30,상하수도시설+ 전기시설+ 화장실+ 샤워실
문경새재여가캠핑장,야영장,36.754749,128.074516,,경상북도 문경시 문경읍 하초리 367,054-550-6962,16,16,상하수도시설+ 전기시설+ 화장실+ 샤워실
불정자연휴양림캠핑장,야영장,36.620451,128.135399,,경상북도 문경시 불정동 339-8,054-550-6374,14,25,상하수도시설+ 전기시설+ 화장실+ 샤워실
미산가족오토캠핑장,야영장,36.661201,128.106314,,경상북도 문경시 마성면 하내리 4-2,054-572-4801,20,20,상하수도시설+ 전기시설+ 화장실+ 샤워실
문경히든벨리오토캠핑장,야영장,36.65125,127.99352,,경상북도 문경시 가은읍 죽문리 441-2,000-000-0000,20,25,상하수도시설+ 전기시설+ 화장실+ 샤워실
그린스톤캠핑장,야영장,36.683137,127.977517,,경상북도 문경시 가은읍 완장길 103-63,000-000-0000,16,16,상하수도시설+ 전기시설+ 화장실+ 샤워실
문경레저투어,야영장,36.661031,128.122965,,경상북도 문경시 마성면 신현리 130-2,054-554-3912,20,25,상하수도시설+ 전기시설+ 화장실+ 샤워실
수예리오토캠핑장,자동차야영장,36.600207,128.053774,,경상북도 문경시 가은읍 수예리 383,000-000-0000,14,17,상하수도시설+ 전기시설+ 화장실+ 샤워실
가은 해솔 캠핑장,야영장,36.682477,128.015507,,경상북도 문경시 가은읍 원북리 177-6,000-000-0000,9,9,상하수도시설+ 전기시설+ 화장실+ 샤워실
녹색오토캠핑장,야영장,36.669952,127.986613,,경상북도 문경시 가은읍 완장리 223,000-000-0000,12,12,상하수도시설+ 전기시설+ 화장실+ 샤워실
젤루느린달팽이,야영장,36.677597,127.984187,,경상북도 문경시 가은읍 완장리 460,000-000-0000,3,3,상하수도시설+ 전기시설+ 화장실+ 샤워실
곤충나라 사과테마파크 오토캠핑장,자동차야영장,36.8028229,128.4538042,경상북도 예천군 효자면 백석리 160,경상북도 예천군 효자면 백석리 160,054-650-6274,20,20,전기시설+상하수도시설+화장실+샤워실
학가산우래자연휴양림 야영장,야영장,36.680194,128.591411,경상북도 예천군 보문면 휴양림길 209,경상북도 예천군 보문면 우래리 288번지,054-652-0114,30,30,전기시설+화장실+샤워장
배너미오토캠핑장,야영장,35.66566272,129.0026795,경상북도 청도군 운문면 운문로 1051,경상북도 청도군 운문면 신원리 32번지,000-0000-0000,24,,화장실+샤워실+취사시설
들살이 행복오토캠핑장,야영장,35.64299643,128.8503149,경상북도 청도군 매전면 온장길 123-46,경상북도 청도군 매전면 호화리 752-78번지,000-0000-0000,20,,화장실+샤워실
국립운문산자연휴양림야영장,야영장,35.64928635,129.0282151,경상북도 청도군 운문면 운문로 763,경상북도 청도군 운문면 신원리 산 29-6번지,042-580-5501,34,,화장실+샤워실+취사시설
캠프원 관광농원,자동차야영장,35.6351564,128.8513579,경상북도 청도군 매전면 온장길 138,경상북도 청도군 매전면 호화리 450-6번지,000-0000-0000,217,,화장실+샤워실+취사시설
운문산 군립공원야영장,야영장,35.67534911,128.955434,,경상북도 청도군 운문면 신원리 2087번지,054-370-6374,112,,화장실+샤워실+취사시설
봉식이놀이터,야영장,35.66320452,128.5560714,경상북도 청도군 풍각면 봉수길 749-8,경상북도 청도군 풍각면 수월리 597번지,000-0000-0000,1,,화장실+샤워실+취사시설
청도 지오 오토캠핑장,야영장,35.64737727,128.8489921,경상북도 청도군 매전면 동화길 8-31,경상북도 청도군 매전면 호화리 734-28번지,000-0000-0000,20,,화장실+샤워실+취사시설
아빠의 캠프,자동차야영장,35.66992296,128.8637232,경상북도 청도군 매전면 당호리 558-28번지,경상북도 청도군 매전면 당호강변길 49-7,000-0000-0000,15,,화장실+샤워실+취사시설
화이트 오토캠핑장,야영장,35.64394331,128.8502476,경상북도 청도군 매전면 온장길 123-56,경상북도 청도군 매전면 호화리 752-36번지,000-0000-0000,13,,화장실+샤워실+취사시설
청도 힐링 오토캠핑장,자동차야영장,35.61392229,128.8066711,,경상북도 청도군 매전면 지전리 719-2번지,000-0000-0000,42,,화장실+샤워실+취사시설
개울가 야영장,야영장,35.66614543,129.0020781,경상북도 청도군 운문면 운문로 1053,경상북도 청도군 운문면 신원리 110-3번지,000-0000-0000,8,,화장실+샤워실+취사시설
둥지펜션 야영장,야영장,35.67356234,128.9924172,,경상북도 청도군 운문면 신원리 322-2번지,000-0000-0000,12,,화장실+샤워실+취사시설
감 이야기 캠핑장,야영장,35.66597245,129.0012033,,경상북도 청도군 운문면 신원리 75-1번지,000-0000-0000,10,,화장실+샤워실+취사시설
청도그린나래캠핑장,야영장,35.61608413,128.8041872,경상북도 청도군 매전면 송원길 122-3,경상북도 청도군 매전면 송원리 900번지,000-0000-0000,30,,화장실+샤워실+취사시설
청도 글램핑,야영장,35.72221761,128.5729735,,경상북도 청도군 각북면 금천리 482번지,000-0000-0000,11,,화장실+샤워실+취사시설
청도프로방스불빛축제카라반펜션,자동차야영장,35.68504513,128.7174578,경상북도 청도군 화양읍 이슬미로 278,경상북도 청도군 화양읍 삼신리 901,000-0000-0000,4,,화장실+샤워실+취사시설
별지야영장,야영장,35.66734683,129.0006793,경상북도 청도군 운문면 신원4길 2,경상북도 청도군 운문면 신원리 92번지,000-0000-0000,10,,화장실+샤워실+취사시설
솔바람야영장,야영장,35.67220168,129.0032364,,경상북도 청도군 운문면 신원리 210-1번지,000-0000-0000,7,,화장실+샤워실+취사시설
청도프로방스카라반,야영장,35.68765364,128.7153378,경상북도 청도군 화양읍 이슬미로 297-41,경상북도 청도군 화양읍 삼신리 823번지,000-0000-0000,3,,화장실+샤워실+취사시설
펀앤락야영장,야영장,35.69047636,128.5663818,경상북도 청도군 각북면 낙산2길 15-60,경상북도 청도군 각북면 남산리 1286-1번지,054-371-9009,5,,화장실+샤워실+취사시설
청도감꽃국민여가캠핑장,야영장,35.61194427,128.8219165,경상북도 청도군 매전면 청매로 825,경상북도 청도군 매전면 지전리 101번지,054-371-8822,14,,화장실+샤워실+취사시설
운문사계절캠핑장,야영장,35.69485539,128.9720969,,경상북도 청도군 운문면 오진리 997-5번지,000-0000-0000,15,,화장실+샤워실+취사시설
허그안 힐링캠프,야영장,35.61205391,128.748516,,경상북도 청도군 청도읍 원리 908-2번지,000-0000-0000,4,,화장실+샤워실+취사시설
청도군 자전거공원 캠핑장,야영장,35.58720912,128.7662484,,경상북도 청도군 청도읍 유호리 39-5번지,054-373-2426,10,,화장실+샤워실+취사시설
강산에 글램핑,야영장,35.67665116,128.9850764,,경상북도 청도군 운문면 신원리 390-2번지,000-0000-0000,8,,화장실+샤워실+취사시설
연지곤지야영장,야영장,35.6734155,128.9992639,경상북도 청도군 운문면 운문로 1158-16,경상북도 청도군 운문면 신원리 301-13번지,000-0000-0000,12,,화장실+샤워실+취사시설
별빛마을,야영장,35.69406606,128.9716233,,경상북도 청도군 운문면 오진리 1007번지,000-0000-0000,15,,화장실+샤워실+취사시설
자연속캠핑장,야영장,35.68197867,128.978369,,경상북도 청도군 운문면 신원리 518-1번지,054-372-4558,14,,화장실+샤워실+취사시설
수리덤캠핑장,야영장,35.68140692,129.0115156,,경상북도 청도군 운문면 신원리 273번지,000-0000-0000,17,,화장실+샤워실+취사시설
구름아래 캠핑장,야영장,35.66263467,129.0026305,,경상북도 청도군 운문면 신원리 23-2번지,000-0000-0000,11,,화장실+샤워실+취사시설
조은자리 캠핑장,야영장,35.67831314,128.9846439,,경상북도 청도군 운문면 신원리 398번지,000-0000-0000,16,,화장실+샤워실+취사시설
숲속에서 캠핑장,야영장,35.66197768,129.0035942,,경상북도 청도군 운문면 신원리 23-8번지,000-0000-0000,28,,화장실+샤워실+취사시설
하비리조트,야영장,35.71212119,128.5881636,경상북도 청도군 각북면 지슬길 34-17,경상북도 청도군 각북면 지슬리 1075번지,000-0000-0000,11,,화장실+샤워실+취사시설
청도신화랑풍류마을 오토캠핑장,자동차야영장,35.71212119,128.5881636,경상북도 청도군 각북면 지슬길 34-17,경상북도 청도군 각북면 지슬리 1075번지,000-0000-0000,42,,화장실+샤워실+취사시설
승촌보캠핑장,야영장,35.063632,126.755683,광주광역시 남구 승촌보길 90,광주광역시 남구 승촌동 598-1,061-333-9638,53,73,화장실2동+샤워장1동+정자4동
광주시민의숲 야영장,야영장,35.234503,126.867218,광주광역시 북구 추암로190(월출동),광주광역시 북구 월출동 968,062-613-6476,38,86,전기시설+상하수도시설+샤워실+취사장
광주시민의숲 야영장,자동차야영장,35.234503,126.867218,광주광역시 북구 추암로190(월출동),광주광역시 북구 월출동 968,062-613-6476,19,86,전기시설+상하수도시설+샤워실+취사장
낙동강 레포츠밸리 구지오토캠핑장,자동차야영장,35.673095,128.369691,대구광역시 달성군 구지면 구지서로 199,대구광역시 달성군 구지면 오설리 756번지,053-659-4151,23,,전기시설+상하수도시설+화장실+샤워실+취사시설
낙동강 레포츠밸리 강변오토캠핑장,자동차야영장,35.673719,128.366371,,대구광역시 달성군 구지면 오설리 873번지,053-659-4151,29,,전기시설+상하수도시설+화장실+샤워실+취사시설
포레스트 12 자연휴양림,야영장,35.787559,128.632627,대구광역시 달성군 가창면 가창로175길 8,대구광역시 달성군 가창면 냉천리 산27-2번지,053-608-5000,49,,전기시설+상하수도시설+화장실+샤워실+취사시설
비슬산 숲속 오토캠핑장,야영장,35.691786,128.507749,,대구광역시 달성군 유가면 용리 산15번지,053-659-4412,43,,전기시설+상하수도시설+화장실+샤워실+취사시설
가창농원 야영장,야영장,35.727652,128.679247,대구광역시 달성군 가창면 가창로10길 56,대구광역시 달성군 가창면 삼산리 128번지,053-767-5295,7,,전기시설+상하수도시설+화장실+샤워실
오투글램핑,야영장,35.739546,128.495432,대구광역시 달성군 옥포면 옥포로 111길 95-17,대구광역시 달성군 옥포면 김흥리 952-1번지,053-616-1868,10,,전기시설+상하수도시설+화장실+샤워실
상소오토캠핑장,야영장,36.235261,127.471237,대전광역시 동구 산내로 748(상소동),대전광역시 동구 상소동 산1-1번지,042-273-4174,50,67,개수대+샤워실
장태산자연휴양림캠핑장,자동차야영장,36.222258,127.333824,대전광역시 서구 장안로 461,대전광역시 서구 장안동 259,042-270-7883,20,27,전기기설+상하수도시설+취사사설+샤워실+화장실
대관령솔내음오토캠핑장,자동차야영장,37.7169896,128.7933584,강원도 강릉시 성산면 삼포암길 48,강원도 강릉시 성산면 어흘리  457-2번지,033-646-7491,55,,전기시설+상하수도시설
주문진글렘핑오토캠핑장,자동차야영장,37.796958,128.9102038,강원도 강릉시 주문진읍 신리천로 951-9,강원도 강릉시 주문진읍 삼교리 510번지,033-642-4241,30,,전기시설+상하수도시설
소금강자동차야영장,자동차야영장,37.8144474,128.7052593,강원도 강릉시 연곡면 소금강길 449,강원도 강릉시 연곡면 삼산리 51-5번지,033-661-4161,174,,전기시설+상하수도시설
소금강마을에코센터 오토캠핑장,자동차야영장,37.8481422,128.7390282,강원도 강릉시 연곡면 진고개로 1826-11,강원도 강릉시 연곡면 퇴곡리 328번지,033-661-0401,20,,전기시설+상하수도시설+샤워장
연곡해변 솔향기캠핑장,자동차야영장,37.8695743,128.8405629,강원도 강릉시 연곡면 해안로 1282-2,강원도 강릉시 연곡면 동덕리 99-13번지,033-662-2900,137,,전기시설+상하수도시설+샤워장
강릉경포카라반파크,자동차야영장,37.832401,128.8745073,강원도 강릉시 사천면 해안로 904-14,강원도 강릉시 사천면 방동리 113-2번지,033-648-6699,16,,전기시설+상하수도시설
경포대오토캠핑장,자동차야영장,37.796958,128.9123925,강원도 강릉시 해안로 388,강원도 강릉시 초당동 455-8번지,000-000-0000,16,,전기시설+상하수도시설
대관령자연휴양림,야영장,37.7144152,128.7826318,강원도 강릉시 성산면 삼포암길 133,강원도 강릉시 성산면 어흘리 산2-1번지,033-641-9990,43,,전기시설+상하수도시설
대기리산촌체험학교 야영장,야영장,37.5879818,128.7746784,강원도 강릉시 왕산면 왕산로 1327,강원도 강릉시 왕산면 대기리 953번지 외,033-647-2540,40,,전기시설+상하수도시설
장천마을캠핑장,야영장,37.8509794,128.7041469,강원도 강릉시 연곡면 삼산리 1377번지,강원도 강릉시 연곡면 삼산리 1377번지,033-661-4667,50,,전기시설+상하수도시설
